,Model_type,mape,mse,me,mae,mpe,rmse,R2 score,Adj R2 score,AIC,BIC
294,random_forest_Outliers_Removed_shuffled_rscv_model,12.332504367907857,0.004447198707572667,-0.013992626910760635,0.04642941650109077,-0.008570502047984768,0.06668732044079045,0.442008402787471,0.40346844261963866,-1887.326675923946,-1798.1387529430142
308,CategoricalGradientBoosting_Outliers_Removed_shuffled_default_model,12.358471202571357,0.0043907675298237026,-0.013838377695588256,0.046760509836764316,-0.010403926083105617,0.06626286690012516,0.4490888426497852,0.4110379218718425,-1891.8856895478075,-1802.6977665668758
309,CategoricalGradientBoosting_Outliers_Removed_shuffled_rscv_model,12.382344018707316,0.004612563189587498,-0.01636080260464541,0.04749033448631416,-0.01613496870705144,0.0679158537426093,0.42126006265044114,0.3812870339446157,-1874.292850514906,-1785.1049275339742
297,extra_trees_regressor_Outliers_Removed_shuffled_rscv_model,12.41554981983595,0.004390285518340323,-0.015854870846608988,0.04711993260361514,-0.016405682537323992,0.0662592296841755,0.4491493208013523,0.41110257719303733,-1891.9248825919208,-1802.736959610989
357,extra_trees_regressor_OutliersRemoved_extra_features_shuffled_rscv_model,12.42001654768914,0.004323009798612236,-0.00909620506821186,0.04595975393693368,0.004382010506292031,0.06574959922776896,0.4575904291873517,0.4094868281061076,-1885.4378161833242,-1772.9834785117148
296,extra_trees_regressor_Outliers_Removed_shuffled_default_model,12.455072452945004,0.004411583928911904,-0.015202887126358929,0.047197817834628585,-0.014596394215782725,0.06641975556197045,0.44647700168219795,0.4082456834800674,-1890.197170664395,-1801.0092476834632
356,extra_trees_regressor_OutliersRemoved_extra_features_shuffled_default_model,12.461585765107033,0.004329752064252022,-0.009300718083605983,0.046152969942948666,0.003957845375249027,0.06580085154655692,0.45674447472915103,0.4085658501638464,-1884.8814644984648,-1772.4271268268553
236,extra_trees_regressor_Outliers_Removed_default_model,12.529236329589692,0.004401764744929713,-0.015245778847890648,0.047465667421120114,-0.014811431499828156,0.06634579673897747,0.44770901817478603,0.4095627942048764,-1890.9926572068618,-1801.8047342259301
237,extra_trees_regressor_Outliers_Removed_rscv_model,12.538172951649484,0.004434752403929378,-0.01570969984813679,0.04757833743653388,-0.01581897926018794,0.06659393669043284,0.44357004491456686,0.405137945914672,-1888.3272068328101,-1799.1392838518784
354,random_forest_OutliersRemoved_extra_features_shuffled_rscv_model,12.553699120713633,0.004408600196356403,-0.006288189902047939,0.04597733365767249,0.014153257260797194,0.06639729057993558,0.44685137166289257,0.3977953771008861,-1878.4387058858413,-1765.9843682142318
302,XGBoost_Outliers_Removed_shuffled_default_model,12.577377414179125,0.0048145311455019685,-0.017861560227640245,0.048141904136312634,-0.01897766928869575,0.06938682256381228,0.3959190716768276,0.3541957643151671,-1858.9936305556507,-1769.805707574719
